sid,nct_id,inclusion_exclusion,criteria_sentences,classification_result,caption,cui,term,negated,uncertain,temporal_constraint,measurement_constraint,dose_constraint
12,NCT02183701,Exclusion,mean seated diastolic blood pressure ( dbp ) > 114 mmhg or mean seated systolic bp > 200 mmhg ; by manual cuff,Observation,Observation,C0871470,systolic bp,FALSE,FALSE,NA,greater 200 mmhg,NA
12,NCT02183701,Exclusion,mean seated diastolic blood pressure ( dbp ) > 114 mmhg or mean seated systolic bp > 200 mmhg ; by manual cuff,Observation,Other,C0024763,manual,FALSE,FALSE,NA,NA,NA
13,NCT02183701,Exclusion,any known hepatic dysfunction or renal dysfunction as defined by the following laboratory parameters :,Condition Occurrence,Condition,C0086565,hepatic dysfunction,FALSE,FALSE,NA,NA,NA
13,NCT02183701,Exclusion,any known hepatic dysfunction or renal dysfunction as defined by the following laboratory parameters :,Condition Occurrence,Condition,C3279454,renal dysfunction,FALSE,FALSE,NA,NA,NA
13,NCT02183701,Exclusion,any known hepatic dysfunction or renal dysfunction as defined by the following laboratory parameters :,Condition Occurrence,Observation,C1697786;C1571737,laboratory,FALSE,FALSE,NA,NA,NA
13,NCT02183701,Exclusion,any known hepatic dysfunction or renal dysfunction as defined by the following laboratory parameters :,Condition Occurrence,Other,C3539106,defined,FALSE,FALSE,NA,NA,NA
14,NCT02183701,Exclusion,sgpt ( serum glutamate pyruvate transaminase ) ( alt ) or sgot ( serum glutamate oxaloacetate transaminase ) ( ast ) greater than two times the upper limit of normal,Observation,Drug,C0376147,serum glutamate pyruvate transaminase,FALSE,FALSE,NA,NA,NA
14,NCT02183701,Exclusion,sgpt ( serum glutamate pyruvate transaminase ) ( alt ) or sgot ( serum glutamate oxaloacetate transaminase ) ( ast ) greater than two times the upper limit of normal,Observation,Drug,C0004002,glutamate oxaloacetate transaminase,FALSE,FALSE,NA,NA,NA
14,NCT02183701,Exclusion,sgpt ( serum glutamate pyruvate transaminase ) ( alt ) or sgot ( serum glutamate oxaloacetate transaminase ) ( ast ) greater than two times the upper limit of normal,Observation,Observation,C0376147;C0036828,sgpt,FALSE,FALSE,NA,NA,NA
14,NCT02183701,Exclusion,sgpt ( serum glutamate pyruvate transaminase ) ( alt ) or sgot ( serum glutamate oxaloacetate transaminase ) ( ast ) greater than two times the upper limit of normal,Observation,Observation,C1140170;C2257651,alt,FALSE,FALSE,NA,NA,NA
14,NCT02183701,Exclusion,sgpt ( serum glutamate pyruvate transaminase ) ( alt ) or sgot ( serum glutamate oxaloacetate transaminase ) ( ast ) greater than two times the upper limit of normal,Observation,Observation,C0242192;C0201899,sgot,FALSE,FALSE,NA,NA,NA
14,NCT02183701,Exclusion,sgpt ( serum glutamate pyruvate transaminase ) ( alt ) or sgot ( serum glutamate oxaloacetate transaminase ) ( ast ) greater than two times the upper limit of normal,Observation,Observation,C0004002,ast,FALSE,FALSE,NA,NA,NA
14,NCT02183701,Exclusion,sgpt ( serum glutamate pyruvate transaminase ) ( alt ) or sgot ( serum glutamate oxaloacetate transaminase ) ( ast ) greater than two times the upper limit of normal,Observation,Other,C0229671;C1546774;C1550100,serum,FALSE,FALSE,NA,NA,NA
15,NCT02183701,Exclusion,serum creatinine > 1.8 mg / dl ( or 159 umol / l ),Observation,Observation,C0201976;C0600061,serum creatinine,FALSE,FALSE,NA,equal 159 umol/l,greater 1.8 mg/dl
16,NCT02183701,Exclusion,clinically relevant hypokalemia,Condition Occurrence,Condition,C0020621,hypokalemia,FALSE,FALSE,NA,NA,NA
17,NCT02183701,Exclusion,known or suspected secondary hypertension,Condition Occurrence,Condition,C0155616,secondary hypertension,FALSE,FALSE,NA,NA,NA
18,NCT02183701,Exclusion,known bilateral renal artery stenosis,Condition Occurrence,Condition,C0856760,bilateral renal artery stenosis,FALSE,FALSE,NA,NA,NA
19,NCT02183701,Exclusion,renal artery stenosis in a solitary kidney,Condition Occurrence,Condition,C0035067,renal artery stenosis,FALSE,FALSE,NA,NA,NA
19,NCT02183701,Exclusion,renal artery stenosis in a solitary kidney,Condition Occurrence,Condition,C0266294,solitary kidney,FALSE,FALSE,NA,NA,NA
20,NCT02183701,Exclusion,post-renal transplant patients ; presence of only one functioning kidney .,Condition Occurrence,Condition,C0478647,transplant,FALSE,FALSE,NA,NA,NA
20,NCT02183701,Exclusion,post-renal transplant patients ; presence of only one functioning kidney .,Condition Occurrence,Other,C0496892;C0496927;C0869841;C0022646;C0812426;C1278978,kidney,FALSE,FALSE,NA,NA,NA
21,NCT02183701,Exclusion,congestive heart failure ( chf ) ( nyha ( new york heart association ) class chf iii-,Condition Occurrence,Condition,C0018802,congestive heart failure chf,FALSE,FALSE,NA,NA,NA
21,NCT02183701,Exclusion,congestive heart failure ( chf ) ( nyha ( new york heart association ) class chf iii-,Condition Occurrence,Condition,C0018787;C0153500;C0153957;C0795691;C1281570,heart,FALSE,FALSE,NA,NA,NA
21,NCT02183701,Exclusion,congestive heart failure ( chf ) ( nyha ( new york heart association ) class chf iii-,Condition Occurrence,Condition,C0018802,chf,FALSE,FALSE,NA,NA,NA
21,NCT02183701,Exclusion,congestive heart failure ( chf ) ( nyha ( new york heart association ) class chf iii-,Condition Occurrence,Other,C0456387;C0489477,class,FALSE,FALSE,NA,NA,NA
21,NCT02183701,Exclusion,congestive heart failure ( chf ) ( nyha ( new york heart association ) class chf iii-,Condition Occurrence,Other,C0439070;C2337640;C3496532,iii-,FALSE,FALSE,NA,NA,NA
22,NCT02183701,Exclusion,unstable angina within the past 3 months,Condition Occurrence,Condition,C0002965,unstable angina,FALSE,FALSE,lower 3 past months,NA,NA
23,NCT02183701,Exclusion,stable angina where a change in nitrate therapy ( dose or frequency ) during the run-in period was required,Drug Exposure,Condition,C0340288,stable angina,FALSE,FALSE,NA,NA,NA
23,NCT02183701,Exclusion,stable angina where a change in nitrate therapy ( dose or frequency ) during the run-in period was required,Drug Exposure,Drug,C0028125;C0699857,nitrate,FALSE,FALSE,NA,NA,NA
23,NCT02183701,Exclusion,stable angina where a change in nitrate therapy ( dose or frequency ) during the run-in period was required,Drug Exposure,Other,C3245502;C3245501;C1619636;C1546857,required,FALSE,FALSE,NA,NA,NA
24,NCT02183701,Exclusion,stroke within the past 6 months prior to start of run-in period,Other,NA,NA,NA,NA,NA,NA,NA,NA
25,NCT02183701,Exclusion,myocardial infarction or cardiac surgery within the past 3 months prior to start of run-in period,Condition Occurrence,Procedure,C0018821,cardiac surgery,FALSE,FALSE,lower 3 past months,NA,NA
25,NCT02183701,Exclusion,myocardial infarction or cardiac surgery within the past 3 months prior to start of run-in period,Condition Occurrence,Other,C0027051;C2926063;C0428953,myocardial infarction,FALSE,FALSE,lower 3 past months,NA,NA
26,NCT02183701,Exclusion,ptca ( percutaneous transluminal coronary angioplasty ) within the past 3 months prior to start of run-in period,Procedure,Procedure,C2936173;C0002997,ptca,FALSE,FALSE,NA,NA,NA
26,NCT02183701,Exclusion,ptca ( percutaneous transluminal coronary angioplasty ) within the past 3 months prior to start of run-in period,Procedure,Procedure,C2936173,percutaneous transluminal coronary angioplasty,FALSE,FALSE,lower 3 past months,NA,NA
27,NCT02183701,Exclusion,previous history of angioedema,Condition Occurrence,Condition,C0002994,angioedema,FALSE,FALSE,NA,NA,NA
28,NCT02183701,Exclusion,sustained ventricular tachycardia ; atrial fibrillation ; atrial flutter or other clinically relevant cardiac arrhythmias as determined by the investigator,Condition Occurrence,Condition,C0750197,sustained ventricular tachycardia,FALSE,FALSE,NA,NA,NA
28,NCT02183701,Exclusion,sustained ventricular tachycardia ; atrial fibrillation ; atrial flutter or other clinically relevant cardiac arrhythmias as determined by the investigator,Condition Occurrence,Condition,C0004239;C1963068,atrial flutter,FALSE,FALSE,NA,NA,NA
28,NCT02183701,Exclusion,sustained ventricular tachycardia ; atrial fibrillation ; atrial flutter or other clinically relevant cardiac arrhythmias as determined by the investigator,Condition Occurrence,Condition,C0003811,cardiac arrhythmias,FALSE,FALSE,NA,NA,NA
28,NCT02183701,Exclusion,sustained ventricular tachycardia ; atrial fibrillation ; atrial flutter or other clinically relevant cardiac arrhythmias as determined by the investigator,Condition Occurrence,Other,C0004238;C1963067;C2926591,atrial fibrillation,FALSE,FALSE,NA,NA,NA
29,NCT02183701,Exclusion,hypertrophic obstructive cardiomyopathy ; hemodynamically relevant stenosis of the aortic valve or mitral valve,Condition Occurrence,Condition,C0007194,hypertrophic obstructive cardiomyopathy,FALSE,FALSE,NA,NA,NA
29,NCT02183701,Exclusion,hypertrophic obstructive cardiomyopathy ; hemodynamically relevant stenosis of the aortic valve or mitral valve,Condition Occurrence,Condition,C0003501;C1269005,aortic valve,FALSE,FALSE,NA,NA,NA
29,NCT02183701,Exclusion,hypertrophic obstructive cardiomyopathy ; hemodynamically relevant stenosis of the aortic valve or mitral valve,Condition Occurrence,Condition,C0026264;C1269004,mitral valve,FALSE,FALSE,NA,NA,NA
29,NCT02183701,Exclusion,hypertrophic obstructive cardiomyopathy ; hemodynamically relevant stenosis of the aortic valve or mitral valve,Condition Occurrence,Observation,C1261287;C0947637;C0009814,stenosis,FALSE,FALSE,NA,NA,NA
30,NCT02183701,Exclusion,patients with unstable insulin-dependent diabetes mellitus ( risk of hypoglycemia or hba1c > = 10 % in history within 6 months prior to start of run-in period ),Condition Occurrence,Condition,C0567407,unstable insulin-dependent diabetes mellitus,FALSE,FALSE,NA,NA,NA
30,NCT02183701,Exclusion,patients with unstable insulin-dependent diabetes mellitus ( risk of hypoglycemia or hba1c > = 10 % in history within 6 months prior to start of run-in period ),Condition Occurrence,Condition,C0020615;C0595883,hypoglycemia,FALSE,FALSE,lower 6 months,NA,greater_equal 10 %
30,NCT02183701,Exclusion,patients with unstable insulin-dependent diabetes mellitus ( risk of hypoglycemia or hba1c > = 10 % in history within 6 months prior to start of run-in period ),Condition Occurrence,Observation,C0202054,hba1c,FALSE,FALSE,lower 6 months,NA,greater_equal 10 %
31,NCT02183701,Exclusion,known drug or alcohol dependency within the past 6 months period prior to start of run-in period,Condition Occurrence,Condition,C0001973,alcohol dependency,FALSE,FALSE,lower 6 past months,NA,NA
31,NCT02183701,Exclusion,known drug or alcohol dependency within the past 6 months period prior to start of run-in period,Condition Occurrence,Other,C0013227;C1254351;C0740721,drug,FALSE,FALSE,lower 6 past months,NA,NA
32,NCT02183701,Exclusion,concomitant administration of medications known to affect blood pressure ; except medications allowed by the protocol,Observation,Procedure,C2237113,affect,FALSE,FALSE,NA,NA,NA
32,NCT02183701,Exclusion,concomitant administration of medications known to affect blood pressure ; except medications allowed by the protocol,Observation,Observation,C0005823;C0005824;C1272641;C1271104,blood pressure,FALSE,FALSE,NA,NA,NA
33,NCT02183701,Exclusion,patients receiving any investigational therapy within one month of signing the informed consent form,Procedure,Procedure,C0949266,investigational therapy,FALSE,FALSE,NA,NA,NA
33,NCT02183701,Exclusion,patients receiving any investigational therapy within one month of signing the informed consent form,Procedure,Other,C0009797,informed consent form,FALSE,FALSE,NA,NA,NA
34,NCT02183701,Exclusion,known hypersensitivity to any component of the formulations,Observation,Observation,C0020517;C0520946,hypersensitivity,FALSE,FALSE,NA,NA,NA
35,NCT02183701,Exclusion,any clinical condition which ; in the opinion of the investigator ; would not allow safe completion of the protocol and safe administration of trial medication,Other,Other,C3272565;C1555900;C1608518;C1611832,clinical,FALSE,FALSE,NA,NA,NA
36,NCT02183701,Exclusion,concomitant use of lithium or cholestyramine or colestipol resins ( potential drug interactions with hctz ),Drug Exposure,Condition,C0687133,drug interactions,FALSE,FALSE,NA,NA,NA
36,NCT02183701,Exclusion,concomitant use of lithium or cholestyramine or colestipol resins ( potential drug interactions with hctz ),Drug Exposure,Drug,C0009279,colestipol,FALSE,FALSE,NA,NA,NA
36,NCT02183701,Exclusion,concomitant use of lithium or cholestyramine or colestipol resins ( potential drug interactions with hctz ),Drug Exposure,Drug,C0008402,cholestyramine,FALSE,FALSE,NA,NA,NA
36,NCT02183701,Exclusion,concomitant use of lithium or cholestyramine or colestipol resins ( potential drug interactions with hctz ),Drug Exposure,Other,C0337452;C0023870;C3540800,lithium,FALSE,FALSE,NA,NA,NA
1,NCT02200640,Inclusion,mild-to-moderate hypertension defined as a mean seated diastolic blood pressure of > = 95 mmhg and < = 109 mmhg ; measured by manual cuff sphygmomanometer ; on the last visit ( visit 6 ) of the four-week placebo run-in period ( baseline bp ),Observation,Condition,C3668885;C1550244,cuff,FALSE,FALSE,NA,NA,NA
1,NCT02200640,Inclusion,mild-to-moderate hypertension defined as a mean seated diastolic blood pressure of > = 95 mmhg and < = 109 mmhg ; measured by manual cuff sphygmomanometer ; on the last visit ( visit 6 ) of the four-week placebo run-in period ( baseline bp ),Observation,Drug,C1696465,placebo,FALSE,FALSE,NA,NA,NA
1,NCT02200640,Inclusion,mild-to-moderate hypertension defined as a mean seated diastolic blood pressure of > = 95 mmhg and < = 109 mmhg ; measured by manual cuff sphygmomanometer ; on the last visit ( visit 6 ) of the four-week placebo run-in period ( baseline bp ),Observation,Observation,C0020538;C1963138,hypertension,FALSE,FALSE,NA,NA,NA
1,NCT02200640,Inclusion,mild-to-moderate hypertension defined as a mean seated diastolic blood pressure of > = 95 mmhg and < = 109 mmhg ; measured by manual cuff sphygmomanometer ; on the last visit ( visit 6 ) of the four-week placebo run-in period ( baseline bp ),Observation,Observation,C0428883;C1305849;C0488052,diastolic blood pressure,FALSE,FALSE,NA,greater_equal 95 mmhg; lower_equal 109 mmhg,NA
1,NCT02200640,Inclusion,mild-to-moderate hypertension defined as a mean seated diastolic blood pressure of > = 95 mmhg and < = 109 mmhg ; measured by manual cuff sphygmomanometer ; on the last visit ( visit 6 ) of the four-week placebo run-in period ( baseline bp ),Observation,Observation,C3541902,measured,FALSE,FALSE,NA,NA,NA
1,NCT02200640,Inclusion,mild-to-moderate hypertension defined as a mean seated diastolic blood pressure of > = 95 mmhg and < = 109 mmhg ; measured by manual cuff sphygmomanometer ; on the last visit ( visit 6 ) of the four-week placebo run-in period ( baseline bp ),Observation,Observation,C0005824;C0005823,bp,FALSE,FALSE,NA,NA,NA
1,NCT02200640,Inclusion,mild-to-moderate hypertension defined as a mean seated diastolic blood pressure of > = 95 mmhg and < = 109 mmhg ; measured by manual cuff sphygmomanometer ; on the last visit ( visit 6 ) of the four-week placebo run-in period ( baseline bp ),Observation,Other,C1547225,mild,FALSE,FALSE,NA,NA,NA
1,NCT02200640,Inclusion,mild-to-moderate hypertension defined as a mean seated diastolic blood pressure of > = 95 mmhg and < = 109 mmhg ; measured by manual cuff sphygmomanometer ; on the last visit ( visit 6 ) of the four-week placebo run-in period ( baseline bp ),Observation,Other,C3539106,defined,FALSE,FALSE,NA,NA,NA
1,NCT02200640,Inclusion,mild-to-moderate hypertension defined as a mean seated diastolic blood pressure of > = 95 mmhg and < = 109 mmhg ; measured by manual cuff sphygmomanometer ; on the last visit ( visit 6 ) of the four-week placebo run-in period ( baseline bp ),Observation,Other,C0024763,manual,FALSE,FALSE,NA,NA,NA
2,NCT02200640,Inclusion,the manual cuff value is calculated as the mean of three seated measurements taken two minutes apart ; after the patient has been seated quietly for 5 minutes,Condition Occurrence,Condition,C3668885;C1550244,cuff,FALSE,FALSE,equal 5 minutes,NA,NA
2,NCT02200640,Inclusion,the manual cuff value is calculated as the mean of three seated measurements taken two minutes apart ; after the patient has been seated quietly for 5 minutes,Condition Occurrence,Other,C0024763,manual,FALSE,FALSE,NA,NA,NA
3,NCT02200640,Inclusion,a 24 - mean dbp of > = 85 mmhg at visit 7 as measured by abpm,Observation,Observation,C1305849,dbp,FALSE,FALSE,NA,greater_equal 85 mmhg; equal 24,NA
3,NCT02200640,Inclusion,a 24 - mean dbp of > = 85 mmhg at visit 7 as measured by abpm,Observation,Observation,C3541902,measured,FALSE,FALSE,NA,NA,NA
4,NCT02200640,Inclusion,age 18 years or older,Person,Person,C0001779,age,FALSE,FALSE,greater_equal 18 years,NA,NA
5,NCT02200640,Inclusion,ability to stop current antihypertensive therapy without risk to the patient ( investigator discretion ),Drug Exposure,Drug,C0723457,stop,FALSE,FALSE,NA,NA,NA
5,NCT02200640,Inclusion,ability to stop current antihypertensive therapy without risk to the patient ( investigator discretion ),Drug Exposure,Procedure,C0585941,antihypertensive therapy,FALSE,FALSE,NA,NA,NA
6,NCT02200640,Inclusion,ability to provide written informed consent,Other,NA,NA,NA,NA,NA,NA,NA,NA
7,NCT02200640,Exclusion,pre-menopausal women ( last menstruation < = 1 year prior to start of run-in period ) who :,Condition Occurrence,Person,C0086287,women,FALSE,FALSE,NA,NA,NA
7,NCT02200640,Exclusion,pre-menopausal women ( last menstruation < = 1 year prior to start of run-in period ) who :,Condition Occurrence,Condition,C1096235,pre-menopausal,FALSE,FALSE,NA,NA,NA
7,NCT02200640,Exclusion,pre-menopausal women ( last menstruation < = 1 year prior to start of run-in period ) who :,Condition Occurrence,Condition,C0025344;C2129647,menstruation,FALSE,FALSE,lower_equal 1 year,NA,NA
8,NCT02200640,Exclusion,are not surgically sterile,Other,NA,NA,NA,NA,NA,NA,NA,NA
9,NCT02200640,Exclusion,are nursing,Condition Occurrence,Condition,C0006147,nursing,FALSE,FALSE,NA,NA,NA
10,NCT02200640,Exclusion,are of child-bearing potential and are not practicing acceptable means of birth control ; do not plan to continue using this method throughout the study and do not agree to submit to periodic pregnancy testing during participation in studies of > = 3 - months duration,Observation,Observation,C3831118,child-bearing potential,FALSE,FALSE,NA,NA,NA
10,NCT02200640,Exclusion,are of child-bearing potential and are not practicing acceptable means of birth control ; do not plan to continue using this method throughout the study and do not agree to submit to periodic pregnancy testing during participation in studies of > = 3 - months duration,Observation,Observation,C0032976,pregnancy testing,FALSE,FALSE,NA,NA,NA
10,NCT02200640,Exclusion,are of child-bearing potential and are not practicing acceptable means of birth control ; do not plan to continue using this method throughout the study and do not agree to submit to periodic pregnancy testing during participation in studies of > = 3 - months duration,Observation,Observation,C0947630,studies,FALSE,FALSE,greater_equal 3 months,NA,NA
10,NCT02200640,Exclusion,are of child-bearing potential and are not practicing acceptable means of birth control ; do not plan to continue using this method throughout the study and do not agree to submit to periodic pregnancy testing during participation in studies of > = 3 - months duration,Observation,Other,C0700589;C2703065,birth control,TRUE,FALSE,NA,NA,NA
10,NCT02200640,Exclusion,are of child-bearing potential and are not practicing acceptable means of birth control ; do not plan to continue using this method throughout the study and do not agree to submit to periodic pregnancy testing during participation in studies of > = 3 - months duration,Observation,Other,C2827714;C0871511;C2828387,method,FALSE,FALSE,NA,NA,NA
10,NCT02200640,Exclusion,are of child-bearing potential and are not practicing acceptable means of birth control ; do not plan to continue using this method throughout the study and do not agree to submit to periodic pregnancy testing during participation in studies of > = 3 - months duration,Observation,Other,C3641827,agree,FALSE,FALSE,NA,NA,NA
10,NCT02200640,Exclusion,are of child-bearing potential and are not practicing acceptable means of birth control ; do not plan to continue using this method throughout the study and do not agree to submit to periodic pregnancy testing during participation in studies of > = 3 - months duration,Observation,Other,C1706381,periodic,FALSE,FALSE,NA,NA,NA
11,NCT02200640,Exclusion,acceptable methods of birth control include intrauterine device ( iud ) ; oral contraceptives ; implantable contraceptives or injectable contraceptives,Drug Exposure,Drug,C1706306,iud,FALSE,FALSE,NA,NA,NA
11,NCT02200640,Exclusion,acceptable methods of birth control include intrauterine device ( iud ) ; oral contraceptives ; implantable contraceptives or injectable contraceptives,Drug Exposure,Drug,C0086466;C1272936,injectable,FALSE,FALSE,NA,NA,NA
11,NCT02200640,Exclusion,acceptable methods of birth control include intrauterine device ( iud ) ; oral contraceptives ; implantable contraceptives or injectable contraceptives,Drug Exposure,Other,C0025663,methods,FALSE,FALSE,NA,NA,NA
11,NCT02200640,Exclusion,acceptable methods of birth control include intrauterine device ( iud ) ; oral contraceptives ; implantable contraceptives or injectable contraceptives,Drug Exposure,Other,C0700589;C2703065,birth control,FALSE,FALSE,NA,NA,NA
11,NCT02200640,Exclusion,acceptable methods of birth control include intrauterine device ( iud ) ; oral contraceptives ; implantable contraceptives or injectable contraceptives,Drug Exposure,Other,C1706306;C1548866;C1546682,intrauterine device,FALSE,FALSE,NA,NA,NA
11,NCT02200640,Exclusion,acceptable methods of birth control include intrauterine device ( iud ) ; oral contraceptives ; implantable contraceptives or injectable contraceptives,Drug Exposure,Other,C0009905;C0274536;C0481121;C1548892,oral contraceptives,FALSE,FALSE,NA,NA,NA
12,NCT02200640,Exclusion,mean sitting sbp > = 180 mmhg or mean sitting dbp > = 110 mmhg during any visit of the placebo run-in period,Observation,Condition,C0277814;C2584297,sitting,FALSE,FALSE,NA,NA,NA
12,NCT02200640,Exclusion,mean sitting sbp > = 180 mmhg or mean sitting dbp > = 110 mmhg during any visit of the placebo run-in period,Observation,Condition,C0277814;C2584297,sitting,FALSE,FALSE,NA,NA,NA
12,NCT02200640,Exclusion,mean sitting sbp > = 180 mmhg or mean sitting dbp > = 110 mmhg during any visit of the placebo run-in period,Observation,Drug,C1696465,placebo,FALSE,FALSE,NA,NA,NA
12,NCT02200640,Exclusion,mean sitting sbp > = 180 mmhg or mean sitting dbp > = 110 mmhg during any visit of the placebo run-in period,Observation,Observation,C1306620,sbp,FALSE,FALSE,NA,greater_equal 180 mmhg,NA
12,NCT02200640,Exclusion,mean sitting sbp > = 180 mmhg or mean sitting dbp > = 110 mmhg during any visit of the placebo run-in period,Observation,Observation,C1305849,dbp,FALSE,FALSE,NA,greater_equal 110 mmhg,NA
13,NCT02200640,Exclusion,hepatic dysfunction or renal dysfunction as defined by the following laboratory parameters :,Condition Occurrence,Condition,C0086565,hepatic dysfunction,FALSE,FALSE,NA,NA,NA
13,NCT02200640,Exclusion,hepatic dysfunction or renal dysfunction as defined by the following laboratory parameters :,Condition Occurrence,Condition,C3279454,renal dysfunction,FALSE,FALSE,NA,NA,NA
13,NCT02200640,Exclusion,hepatic dysfunction or renal dysfunction as defined by the following laboratory parameters :,Condition Occurrence,Observation,C1697786;C1571737,laboratory,FALSE,FALSE,NA,NA,NA
13,NCT02200640,Exclusion,hepatic dysfunction or renal dysfunction as defined by the following laboratory parameters :,Condition Occurrence,Other,C3539106,defined,FALSE,FALSE,NA,NA,NA
14,NCT02200640,Exclusion,serum glutamate-pyruvate-transaminase ( alanine aminotransferase ) or serum glutamate-oxaloacetate-transaminase ( aspartate aminotransferase ) greater than two times the upper limit of normal,Condition Occurrence,Drug,C0001899,glutamate-pyruvate-transaminase,FALSE,FALSE,NA,NA,NA
14,NCT02200640,Exclusion,serum glutamate-pyruvate-transaminase ( alanine aminotransferase ) or serum glutamate-oxaloacetate-transaminase ( aspartate aminotransferase ) greater than two times the upper limit of normal,Condition Occurrence,Drug,C0004002,glutamate-oxaloacetate-transaminase,FALSE,FALSE,NA,NA,NA
14,NCT02200640,Exclusion,serum glutamate-pyruvate-transaminase ( alanine aminotransferase ) or serum glutamate-oxaloacetate-transaminase ( aspartate aminotransferase ) greater than two times the upper limit of normal,Condition Occurrence,Observation,C0001899;C0201836,alanine aminotransferase,FALSE,FALSE,NA,NA,NA
14,NCT02200640,Exclusion,serum glutamate-pyruvate-transaminase ( alanine aminotransferase ) or serum glutamate-oxaloacetate-transaminase ( aspartate aminotransferase ) greater than two times the upper limit of normal,Condition Occurrence,Observation,C0004002;C0201899,aspartate aminotransferase,FALSE,FALSE,NA,NA,NA
14,NCT02200640,Exclusion,serum glutamate-pyruvate-transaminase ( alanine aminotransferase ) or serum glutamate-oxaloacetate-transaminase ( aspartate aminotransferase ) greater than two times the upper limit of normal,Condition Occurrence,Other,C0229671;C1546774;C1550100,serum,FALSE,FALSE,NA,NA,NA
14,NCT02200640,Exclusion,serum glutamate-pyruvate-transaminase ( alanine aminotransferase ) or serum glutamate-oxaloacetate-transaminase ( aspartate aminotransferase ) greater than two times the upper limit of normal,Condition Occurrence,Other,C0229671;C1546774;C1550100,serum,FALSE,FALSE,NA,NA,NA
15,NCT02200640,Exclusion,serum creatinine > 2.3 mg / dl,Drug Exposure,Observation,C0201976;C0600061,serum creatinine,FALSE,FALSE,NA,NA,greater 2.3 mg/dl
16,NCT02200640,Exclusion,clinically relevant sodium depletion ; hyperkalemia ; or hypokalemia,Condition Occurrence,Condition,C0020625,sodium depletion,FALSE,FALSE,NA,NA,NA
16,NCT02200640,Exclusion,clinically relevant sodium depletion ; hyperkalemia ; or hypokalemia,Condition Occurrence,Condition,C0020621,hypokalemia,FALSE,FALSE,NA,NA,NA
16,NCT02200640,Exclusion,clinically relevant sodium depletion ; hyperkalemia ; or hypokalemia,Condition Occurrence,Condition,C0020461,hyperkalemia,FALSE,FALSE,NA,NA,NA
17,NCT02200640,Exclusion,uncorrected volume depletion,Condition Occurrence,Condition,C0546884,volume depletion,FALSE,FALSE,NA,NA,NA
18,NCT02200640,Exclusion,primary aldosteronism,Condition Occurrence,Condition,C1384514,primary aldosteronism,FALSE,FALSE,NA,NA,NA
19,NCT02200640,Exclusion,biliary obstructive disorders,Other,NA,NA,NA,NA,NA,NA,NA,NA
20,NCT02200640,Exclusion,known or suspected secondary hypertension,Condition Occurrence,Condition,C0155616,secondary hypertension,FALSE,FALSE,NA,NA,NA
21,NCT02200640,Exclusion,hereditary fructose intolerance,Condition Occurrence,Condition,C0016751,hereditary fructose intolerance,FALSE,FALSE,NA,NA,NA
22,NCT02200640,Exclusion,bilateral renal artery stenosis,Condition Occurrence,Condition,C0856760,bilateral renal artery stenosis,FALSE,FALSE,NA,NA,NA
23,NCT02200640,Exclusion,renal artery stenosis in a solitary kidney,Condition Occurrence,Condition,C0035067,renal artery stenosis,FALSE,FALSE,NA,NA,NA
23,NCT02200640,Exclusion,renal artery stenosis in a solitary kidney,Condition Occurrence,Condition,C0266294,solitary kidney,FALSE,FALSE,NA,NA,NA
24,NCT02200640,Exclusion,post-renal transplant patients ; presence of only one functioning kidney,Condition Occurrence,Condition,C0478647,transplant,FALSE,FALSE,NA,NA,NA
24,NCT02200640,Exclusion,post-renal transplant patients ; presence of only one functioning kidney,Condition Occurrence,Other,C0496892;C0496927;C0869841;C0022646;C0812426;C1278978,kidney,FALSE,FALSE,NA,NA,NA
25,NCT02200640,Exclusion,congestive heart failure ( nyha functional class congestive heart failure ( chf ) class iii-,Condition Occurrence,Condition,C0018802,congestive heart failure,FALSE,FALSE,NA,NA,NA
25,NCT02200640,Exclusion,congestive heart failure ( nyha functional class congestive heart failure ( chf ) class iii-,Condition Occurrence,Condition,C0018802,congestive heart failure chf,FALSE,FALSE,NA,NA,NA
25,NCT02200640,Exclusion,congestive heart failure ( nyha functional class congestive heart failure ( chf ) class iii-,Condition Occurrence,Other,C0456387;C0489477,class,FALSE,FALSE,NA,NA,NA
25,NCT02200640,Exclusion,congestive heart failure ( nyha functional class congestive heart failure ( chf ) class iii-,Condition Occurrence,Other,C0456387;C0489477,class,FALSE,FALSE,NA,NA,NA
25,NCT02200640,Exclusion,congestive heart failure ( nyha functional class congestive heart failure ( chf ) class iii-,Condition Occurrence,Other,C0439070;C2337640;C3496532,iii-,FALSE,FALSE,NA,NA,NA
26,NCT02200640,Exclusion,unstable angina within the past three months,Condition Occurrence,Condition,C0002965,unstable angina,FALSE,FALSE,NA,NA,NA
27,NCT02200640,Exclusion,stroke within the past six months,Other,NA,NA,NA,NA,NA,NA,NA,NA
28,NCT02200640,Exclusion,myocardial infarction or cardiac surgery within the past three months,Condition Occurrence,Procedure,C0018821,cardiac surgery,FALSE,FALSE,NA,NA,NA
28,NCT02200640,Exclusion,myocardial infarction or cardiac surgery within the past three months,Condition Occurrence,Other,C0027051;C2926063;C0428953,myocardial infarction,FALSE,FALSE,NA,NA,NA
29,NCT02200640,Exclusion,percutaneous transluminal coronary angioplasty ( ptca ) within the past three months,Procedure,Procedure,C2936173,percutaneous transluminal coronary angioplasty,FALSE,FALSE,NA,NA,NA
